,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
349,unterscheiden<eos>,4.0,293.0,453.0,1016.0,254.0,1.0,3.0,1.0
350,In,1.0,0.0,0.0,175.0,175.0,1.0,0.0,0.0
351,den,2.0,187.0,187.0,383.0,191.5,1.0,1.0,1.0
352,besser,3.0,366.0,366.0,819.0,273.0,1.0,2.0,1.0
353,versorgten,3.0,267.0,267.0,758.0,252.66666666666677,1.0,2.0,1.0
354,Regionen,4.0,253.0,631.0,1271.0,317.75,1.0,3.0,1.0
355,sind,1.0,237.0,237.0,237.0,237.0,1.0,0.0,0.0
356,Wurzeln,3.0,0.0,0.0,816.0,272.0,1.0,2.0,1.0
357,oft,2.0,180.0,180.0,350.0,175.0,1.0,1.0,1.0
358,stark,4.0,400.0,400.0,1039.0,259.75,1.0,3.0,1.0
359,verzweigt<eos>,3.0,416.0,416.0,919.0,306.33333333333326,1.0,2.0,1.0
360,Für,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,die,2.0,313.0,313.0,527.0,263.5,1.0,1.0,1.0
362,Aufnahme,5.0,274.0,274.0,1718.0,343.6000000000002,1.0,4.0,1.0
363,mineralischer,7.0,278.0,278.0,1769.0,252.71428571428558,1.0,6.0,1.0
364,Nährstoffe,3.0,419.0,704.0,872.0,290.66666666666674,1.0,2.0,1.0
365,ist,1.0,182.0,182.0,182.0,182.0,1.0,0.0,0.0
366,die,1.0,0.0,0.0,176.0,176.0,1.0,0.0,0.0
367,Wurzelarchitektur,4.0,206.0,906.0,1217.0,304.25,1.0,3.0,1.0
368,von,1.0,182.0,182.0,182.0,182.0,1.0,0.0,0.0
369,ganz,2.0,0.0,0.0,203.0,101.5,1.0,1.0,1.0
370,besonderer,4.0,0.0,0.0,885.0,221.25,1.0,3.0,1.0
371,Bedeutung,3.0,155.0,155.0,549.0,183.0,1.0,2.0,1.0
372,weil,1.0,0.0,0.0,226.0,226.0,1.0,0.0,0.0
373,sich,2.0,198.0,198.0,392.0,196.0,1.0,1.0,1.0
374,unterschiedliche,2.0,250.0,250.0,477.0,238.5,1.0,1.0,1.0
375,Mineralstoffe,2.0,255.0,255.0,706.0,353.0,1.0,1.0,1.0
376,ganz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,verschieden,4.0,251.0,437.0,908.0,227.0,1.0,3.0,1.0
378,verhalten,4.0,260.0,260.0,957.0,239.25,1.0,3.0,1.0
379,und,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,durch,3.0,374.0,474.0,604.0,201.3333333333333,1.0,2.0,1.0
381,verschiedenartige,4.0,108.0,356.0,773.0,193.25,1.0,3.0,1.0
382,Kräfte,2.0,511.0,511.0,746.0,373.0,1.0,1.0,1.0
383,im,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Boden,1.0,199.0,199.0,199.0,199.0,1.0,0.0,0.0
385,gehalten,1.0,250.0,250.0,250.0,250.0,1.0,0.0,0.0
386,werden<eos>,1.0,0.0,0.0,239.0,239.0,1.0,0.0,0.0
387,Nitrationen,6.0,218.0,1627.0,1892.0,315.3333333333333,1.0,5.0,1.0
388,diffundieren,4.0,351.0,537.0,999.0,249.75,1.0,3.0,1.0
389,schnell,2.0,321.0,321.0,540.0,270.0,1.0,1.0,1.0
390,im,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,Bodenwasser<eos>,5.0,557.0,1133.0,1907.0,381.3999999999998,1.0,4.0,1.0
392,Stark,3.0,303.0,303.0,1277.0,425.6666666666666,1.0,2.0,1.0
393,transpirierende,11.0,211.0,682.0,2465.0,224.09090909090904,1.0,10.0,1.0
394,Pflanzen,1.0,361.0,361.0,361.0,361.0,1.0,0.0,0.0
395,können,3.0,229.0,229.0,674.0,224.66666666666677,1.0,2.0,1.0
396,Nitrat,3.0,246.0,447.0,663.0,221.0,1.0,2.0,1.0
397,schneller,5.0,209.0,209.0,1333.0,266.60000000000014,1.0,4.0,1.0
398,zur,2.0,0.0,0.0,396.0,198.0,1.0,1.0,1.0
399,Wurzeloberfläche,10.0,276.0,644.0,2468.0,246.80000000000013,1.0,9.0,1.0
400,transportieren,4.0,285.0,285.0,1262.0,315.5,1.0,3.0,1.0
401,als,2.0,0.0,0.0,462.0,231.0,1.0,1.0,1.0
402,sie,4.0,208.0,208.0,954.0,238.5,1.0,3.0,1.0
403,es,2.0,239.0,239.0,391.0,195.5,1.0,1.0,1.0
404,im,2.0,0.0,0.0,324.0,162.0,1.0,1.0,1.0
405,Pflanzenkörper,5.0,517.0,517.0,1788.0,357.6000000000002,1.0,4.0,1.0
406,anreichern,5.0,346.0,346.0,1464.0,292.80000000000007,1.0,4.0,1.0
407,können<eos>,3.0,390.0,390.0,830.0,276.6666666666668,1.0,2.0,1.0
408,Andere,3.0,241.0,241.0,990.0,330.0,1.0,2.0,1.0
409,essenzielle,5.0,289.0,457.0,1165.0,233.0,1.0,4.0,1.0
410,Mineralstoffe,4.0,218.0,218.0,1101.0,275.25,1.0,3.0,1.0
411,wie,1.0,283.0,283.0,283.0,283.0,1.0,0.0,0.0
412,Phosphat,2.0,309.0,309.0,586.0,293.0,1.0,1.0,1.0
413,sind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,jedoch,2.0,233.0,233.0,423.0,211.5,1.0,1.0,1.0
415,fest,1.0,0.0,0.0,243.0,243.0,1.0,0.0,0.0
416,im,2.0,275.0,275.0,504.0,252.0,1.0,1.0,1.0
417,Boden,2.0,110.0,110.0,276.0,138.0,1.0,1.0,1.0
418,gebunden,2.0,0.0,0.0,546.0,273.0,1.0,1.0,1.0
419,sie,2.0,114.0,114.0,236.0,118.0,1.0,1.0,1.0
420,haben,3.0,328.0,496.0,762.0,254.0,1.0,2.0,1.0
421,niedrige,2.0,152.0,152.0,346.0,173.0,1.0,1.0,1.0
422,Diffusionskoeffizienten<eos>,5.0,300.0,615.0,1292.0,258.39999999999986,1.0,4.0,1.0
423,Die,1.0,0.0,0.0,216.0,216.0,1.0,0.0,0.0
424,Phosphatverarmungszonen,16.0,273.0,1408.0,4372.0,273.25,1.0,15.0,1.0
425,von,1.0,0.0,0.0,456.0,456.0,1.0,0.0,0.0
426,zwei,4.0,331.0,576.0,1118.0,279.5,1.0,3.0,1.0
427,Wurzeln,2.0,217.0,217.0,482.0,241.0,1.0,1.0,1.0
428,die,1.0,0.0,0.0,182.0,182.0,1.0,0.0,0.0
429,sehr,3.0,244.0,244.0,695.0,231.66666666666677,1.0,2.0,1.0
430,nah,2.0,0.0,0.0,630.0,315.0,1.0,1.0,1.0
431,beieinander,5.0,149.0,149.0,955.0,191.0,1.0,4.0,1.0
432,sind,2.0,184.0,184.0,340.0,170.0,1.0,1.0,1.0
433,überlappen,4.0,238.0,238.0,818.0,204.5,1.0,3.0,1.0
434,sich,1.0,231.0,231.0,231.0,231.0,1.0,0.0,0.0
435,kaum,2.0,0.0,0.0,338.0,169.0,1.0,1.0,1.0
436,und,1.0,234.0,234.0,234.0,234.0,1.0,0.0,0.0
437,ein,1.0,0.0,0.0,250.0,250.0,1.0,0.0,0.0
438,reich,4.0,484.0,484.0,1341.0,335.25,1.0,3.0,1.0
439,verzweigtes,4.0,192.0,406.0,682.0,170.5,1.0,3.0,1.0
440,Wurzelsystem,4.0,232.0,523.0,905.0,226.25,1.0,3.0,1.0
441,erhöht,2.0,201.0,201.0,519.0,259.5,1.0,1.0,1.0
442,die,1.0,0.0,0.0,298.0,298.0,1.0,0.0,0.0
443,Phosphataufnahme,3.0,263.0,690.0,1047.0,349.0,1.0,2.0,1.0
444,bei,1.0,0.0,0.0,252.0,252.0,1.0,0.0,0.0
445,knapper,4.0,137.0,137.0,817.0,204.25,1.0,3.0,1.0
446,Phosphatversorgung,4.0,278.0,521.0,1125.0,281.25,1.0,3.0,1.0
447,daher,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
448,enorm<eos>,2.0,383.0,383.0,621.0,310.5,1.0,1.0,1.0
449,Ein,1.0,277.0,277.0,277.0,277.0,1.0,0.0,0.0
450,extensiv,6.0,329.0,329.0,1588.0,264.6666666666668,1.0,5.0,1.0
451,ausgebildetes,6.0,363.0,363.0,2436.0,406.0,1.0,5.0,1.0
452,Wurzelsystem,3.0,341.0,341.0,1013.0,337.6666666666667,1.0,2.0,1.0
453,mit,1.0,195.0,195.0,195.0,195.0,1.0,0.0,0.0
454,größeren,3.0,328.0,328.0,679.0,226.33333333333323,1.0,2.0,1.0
455,Zwischenräumen,5.0,419.0,556.0,1208.0,241.6000000000001,1.0,4.0,1.0
456,dagegen,4.0,0.0,0.0,938.0,234.5,1.0,3.0,1.0
457,kann,2.0,131.0,131.0,397.0,198.5,1.0,1.0,1.0
458,die,1.0,0.0,0.0,290.0,290.0,1.0,0.0,0.0
459,Nitrataufnahme,5.0,349.0,645.0,1720.0,344.0,1.0,4.0,1.0
460,maximieren<eos>,3.0,312.0,312.0,1131.0,377.0,1.0,2.0,1.0
461,Motormoleküle,15.0,245.0,245.0,5147.0,343.13333333333327,1.0,14.0,1.0
462,sind,2.0,0.0,0.0,537.0,268.5,1.0,1.0,1.0
463,Enzyme,9.0,0.0,0.0,2501.0,277.88888888888874,1.0,8.0,1.0
464,welche,5.0,0.0,0.0,1488.0,297.6000000000002,1.0,4.0,1.0
465,die,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Energie,5.0,0.0,0.0,1287.0,257.39999999999986,1.0,4.0,1.0
467,aus,1.0,0.0,0.0,302.0,302.0,1.0,0.0,0.0
468,der,4.0,0.0,0.0,1060.0,265.0,1.0,3.0,1.0
469,Hydrolyse,13.0,0.0,0.0,3520.0,270.76923076923066,1.0,12.0,1.0
470,von,4.0,0.0,0.0,802.0,200.5,1.0,3.0,1.0
471,ATP,6.0,0.0,0.0,1990.0,331.6666666666667,1.0,5.0,1.0
472,in,2.0,0.0,0.0,430.0,215.0,1.0,1.0,1.0
473,mechanische,8.0,0.0,0.0,2041.0,255.125,1.0,7.0,1.0
474,Energie,3.0,0.0,0.0,837.0,279.0,1.0,2.0,1.0
475,umwandeln<eos>,5.0,0.0,0.0,1234.0,246.80000000000013,1.0,4.0,1.0
476,Dabei,3.0,0.0,0.0,580.0,193.33333333333331,1.0,2.0,1.0
477,induzieren,6.0,0.0,0.0,1747.0,291.16666666666674,1.0,5.0,1.0
478,sie,1.0,0.0,0.0,223.0,223.0,1.0,0.0,0.0
479,eine,2.0,0.0,0.0,580.0,290.0,1.0,1.0,1.0
480,Konformationsänderung,19.0,123.0,123.0,6327.0,333.0,1.0,18.0,1.0
481,die,1.0,209.0,209.0,209.0,209.0,1.0,0.0,0.0
482,einen,4.0,237.0,237.0,906.0,226.5,1.0,3.0,1.0
483,Transport,3.0,225.0,225.0,680.0,226.66666666666677,1.0,2.0,1.0
484,auf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,den,3.0,446.0,446.0,947.0,315.6666666666667,1.0,2.0,1.0
486,Gleisen,3.0,263.0,263.0,667.0,222.33333333333323,1.0,2.0,1.0
487,ermöglicht<eos>,4.0,270.0,447.0,874.0,218.5,1.0,3.0,1.0
488,Die,2.0,240.0,240.0,358.0,179.0,1.0,1.0,1.0
489,Gleise,3.0,149.0,149.0,549.0,183.0,1.0,2.0,1.0
490,können,4.0,0.0,0.0,1045.0,261.25,1.0,3.0,1.0
491,Mikrotubuli,12.0,178.0,178.0,3788.0,315.6666666666667,1.0,11.0,1.0
492,oder,1.0,0.0,0.0,283.0,283.0,1.0,0.0,0.0
493,Aktinfilamente,8.0,275.0,275.0,2321.0,290.125,1.0,7.0,1.0
494,sein<eos>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Aktinbindende,11.0,257.0,1018.0,2579.0,234.4545454545453,1.0,10.0,1.0
496,Motorproteine,7.0,365.0,592.0,2467.0,352.42857142857133,1.0,6.0,1.0
497,sind,3.0,0.0,0.0,681.0,227.0,1.0,2.0,1.0
498,die,1.0,234.0,234.0,234.0,234.0,1.0,0.0,0.0
499,Myosine,7.0,441.0,1016.0,2121.0,303.0,1.0,6.0,1.0
500,von,3.0,247.0,247.0,704.0,234.66666666666677,1.0,2.0,1.0
501,denen,6.0,351.0,351.0,1453.0,242.16666666666677,1.0,5.0,1.0
502,in,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Eukaryoten,7.0,156.0,969.0,1780.0,254.28571428571442,1.0,6.0,1.0
504,siebzehn,2.0,321.0,321.0,704.0,352.0,1.0,1.0,1.0
505,Familien,2.0,303.0,303.0,597.0,298.5,1.0,1.0,1.0
506,vorkommen<eos>,3.0,338.0,338.0,888.0,296.0,1.0,2.0,1.0
507,Eine,2.0,214.0,214.0,483.0,241.5,1.0,1.0,1.0
508,schwere,4.0,358.0,358.0,913.0,228.25,1.0,3.0,1.0
509,Kette,5.0,261.0,441.0,935.0,187.0,1.0,4.0,1.0
510,ist,3.0,0.0,0.0,663.0,221.0,1.0,2.0,1.0
511,an,1.0,200.0,200.0,200.0,200.0,1.0,0.0,0.0
512,der,1.0,0.0,0.0,315.0,315.0,1.0,0.0,0.0
513,Ausbildung,6.0,246.0,246.0,1473.0,245.5,1.0,5.0,1.0
514,einer,2.0,0.0,0.0,567.0,283.5,1.0,1.0,1.0
515,Schwanz-,6.0,237.0,237.0,1228.0,204.6666666666667,1.0,5.0,1.0
516,und,4.0,184.0,184.0,847.0,211.75,1.0,3.0,1.0
517,einer,3.0,319.0,319.0,609.0,203.0,1.0,2.0,1.0
518,Kopfregion,5.0,0.0,0.0,1694.0,338.79999999999995,1.0,4.0,1.0
519,beteiligt,5.0,130.0,130.0,1250.0,250.0,1.0,4.0,1.0
520,welche,2.0,327.0,327.0,532.0,266.0,1.0,1.0,1.0
521,die,1.0,0.0,0.0,176.0,176.0,1.0,0.0,0.0
522,Motordomäne,6.0,252.0,809.0,1892.0,315.3333333333333,1.0,5.0,1.0
523,bildet<eos>,3.0,271.0,467.0,595.0,198.3333333333333,1.0,2.0,1.0
524,Der,2.0,0.0,0.0,389.0,194.5,1.0,1.0,1.0
525,Kopf,3.0,129.0,129.0,701.0,233.66666666666677,1.0,2.0,1.0
526,besitzt,3.0,305.0,305.0,762.0,254.0,1.0,2.0,1.0
527,eine,3.0,0.0,0.0,565.0,188.33333333333331,1.0,2.0,1.0
528,Aktin-,5.0,254.0,413.0,1040.0,208.0,1.0,4.0,1.0
529,und,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,eine,1.0,196.0,196.0,196.0,196.0,1.0,0.0,0.0
531,ATP-Bindungsstelle<eos>,10.0,215.0,623.0,2083.0,208.30000000000013,1.0,9.0,1.0
532,Im,1.0,0.0,0.0,209.0,209.0,1.0,0.0,0.0
533,Übergangsbereich,9.0,166.0,810.0,2187.0,243.0,1.0,8.0,1.0
534,von,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,Kopf,2.0,324.0,324.0,575.0,287.5,1.0,1.0,1.0
536,zu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Schwanz,4.0,171.0,171.0,773.0,193.25,1.0,3.0,1.0
538,können,4.0,206.0,206.0,813.0,203.25,1.0,3.0,1.0
539,unterschiedliche,3.0,235.0,235.0,699.0,233.0,1.0,2.0,1.0
540,leichte,3.0,311.0,311.0,923.0,307.66666666666674,1.0,2.0,1.0
541,Ketten,4.0,310.0,492.0,965.0,241.25,1.0,3.0,1.0
542,binden,2.0,252.0,252.0,664.0,332.0,1.0,1.0,1.0
543,und,1.0,0.0,0.0,202.0,202.0,1.0,0.0,0.0
544,auf,2.0,0.0,0.0,400.0,200.0,1.0,1.0,1.0
545,diese,3.0,270.0,270.0,622.0,207.3333333333333,1.0,2.0,1.0
546,Weise,2.0,169.0,169.0,450.0,225.0,1.0,1.0,1.0
547,an,1.0,152.0,152.0,152.0,152.0,1.0,0.0,0.0
548,der,1.0,0.0,0.0,387.0,387.0,1.0,0.0,0.0
549,Regulation,3.0,175.0,175.0,693.0,231.0,1.0,2.0,1.0
550,von,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,Myosin,7.0,358.0,358.0,2116.0,302.28571428571445,1.0,6.0,1.0
552,mitwirken<eos>,9.0,175.0,175.0,1823.0,202.55555555555563,1.0,8.0,1.0
553,In,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,den,5.0,203.0,203.0,1175.0,235.0,1.0,4.0,1.0
555,nicht,3.0,0.0,0.0,710.0,236.66666666666677,1.0,2.0,1.0
556,muskulären,10.0,216.0,295.0,2299.0,229.8999999999999,1.0,9.0,1.0
557,Zellen,2.0,461.0,461.0,787.0,393.5,1.0,1.0,1.0
558,beispielsweise,4.0,384.0,384.0,978.0,244.5,1.0,3.0,1.0
559,registriert,4.0,361.0,361.0,1288.0,322.0,1.0,3.0,1.0
560,eine,4.0,160.0,160.0,830.0,207.5,1.0,3.0,1.0
561,Calmodulinkette,12.0,180.0,1942.0,4010.0,334.1666666666667,1.0,11.0,1.0
562,die,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,Anwesenheit,2.0,295.0,295.0,601.0,300.5,1.0,1.0,1.0
564,von,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,Calciumionen,7.0,242.0,1273.0,1877.0,268.14285714285705,1.0,6.0,1.0
566,und,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,ermöglicht,3.0,187.0,388.0,886.0,295.33333333333326,1.0,2.0,1.0
568,die,1.0,0.0,0.0,168.0,168.0,1.0,0.0,0.0
569,Bindung,2.0,363.0,363.0,562.0,281.0,1.0,1.0,1.0
570,von,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,Myosin,6.0,319.0,319.0,2704.0,450.66666666666646,1.0,5.0,1.0
572,an,1.0,256.0,256.0,256.0,256.0,1.0,0.0,0.0
573,Aktin<eos>,6.0,470.0,470.0,2125.0,354.16666666666663,1.0,5.0,1.0
574,Je,1.0,0.0,0.0,183.0,183.0,1.0,0.0,0.0
575,nach,3.0,467.0,467.0,908.0,302.66666666666674,1.0,2.0,1.0
576,Klasse,2.0,222.0,222.0,276.0,138.0,1.0,1.0,1.0
577,kann,2.0,0.0,0.0,663.0,331.5,1.0,1.0,1.0
578,der,2.0,0.0,0.0,339.0,169.5,1.0,1.0,1.0
579,Schwanz,4.0,162.0,162.0,1201.0,300.25,1.0,3.0,1.0
580,an,1.0,0.0,0.0,211.0,211.0,1.0,0.0,0.0
581,Vesikel,4.0,367.0,588.0,1652.0,413.0,1.0,3.0,1.0
582,anlagern,3.0,244.0,481.0,697.0,232.33333333333323,1.0,2.0,1.0
583,um,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,sie,2.0,0.0,0.0,403.0,201.5,1.0,1.0,1.0
585,entlang,2.0,274.0,274.0,463.0,231.5,1.0,1.0,1.0
586,des,1.0,0.0,0.0,156.0,156.0,1.0,0.0,0.0
587,Aktinfilaments,5.0,321.0,740.0,1293.0,258.60000000000014,1.0,4.0,1.0
588,zu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,ziehen<eos>,2.0,335.0,335.0,518.0,259.0,1.0,1.0,1.0
590,Alle,1.0,0.0,0.0,153.0,153.0,1.0,0.0,0.0
591,Myosine,4.0,284.0,284.0,919.0,229.75,1.0,3.0,1.0
592,bis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,auf,2.0,364.0,364.0,592.0,296.0,1.0,1.0,1.0
594,Myosin,2.0,401.0,401.0,607.0,303.5,1.0,1.0,1.0
595,VI,2.0,0.0,0.0,888.0,444.0,1.0,1.0,1.0
596,bewegen,3.0,0.0,0.0,719.0,239.66666666666677,1.0,2.0,1.0
597,sich,1.0,135.0,135.0,135.0,135.0,1.0,0.0,0.0
598,zum,2.0,222.0,222.0,595.0,297.5,1.0,1.0,1.0
599,+Ende,2.0,281.0,281.0,613.0,306.5,1.0,1.0,1.0
600,des,1.0,297.0,297.0,297.0,297.0,1.0,0.0,0.0
601,Aktinfilaments<eos>,4.0,397.0,694.0,1173.0,293.25,1.0,3.0,1.0
602,Myosin,4.0,285.0,475.0,1037.0,259.25,1.0,3.0,1.0
603,II,1.0,293.0,293.0,293.0,293.0,1.0,0.0,0.0
604,ist,1.0,0.0,0.0,312.0,312.0,1.0,0.0,0.0
605,ein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,Dimer,3.0,261.0,467.0,831.0,277.0,1.0,2.0,1.0
607,es,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,hat,1.0,0.0,0.0,238.0,238.0,1.0,0.0,0.0
609,zwei,2.0,315.0,315.0,636.0,318.0,1.0,1.0,1.0
610,Köpfe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,und,2.0,225.0,225.0,420.0,210.0,1.0,1.0,1.0
612,kann,1.0,320.0,320.0,320.0,320.0,1.0,0.0,0.0
613,mit,1.0,0.0,0.0,203.0,203.0,1.0,0.0,0.0
614,seinem,2.0,344.0,344.0,549.0,274.5,1.0,1.0,1.0
615,Schwanz,3.0,182.0,382.0,842.0,280.6666666666668,1.0,2.0,1.0
616,an,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,ein,2.0,231.0,231.0,438.0,219.0,1.0,1.0,1.0
618,bipolares,2.0,294.0,294.0,605.0,302.5,1.0,1.0,1.0
619,Filament,4.0,375.0,609.0,1002.0,250.5,1.0,3.0,1.0
620,binden<eos>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Es,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,ist,2.0,271.0,271.0,623.0,311.5,1.0,1.0,1.0
623,im,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,kontraktilen,6.0,428.0,1187.0,1977.0,329.5,1.0,5.0,1.0
625,Apparat,7.0,196.0,534.0,1546.0,220.85714285714292,1.0,6.0,1.0
626,der,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Muskelzellen,3.0,358.0,581.0,969.0,323.0,1.0,2.0,1.0
628,zu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,finden,2.0,251.0,251.0,450.0,225.0,1.0,1.0,1.0
630,aber,2.0,308.0,308.0,489.0,244.5,1.0,1.0,1.0
631,auch,2.0,169.0,169.0,216.0,108.0,1.0,1.0,1.0
632,in,1.0,0.0,0.0,219.0,219.0,1.0,0.0,0.0
633,anderen,3.0,182.0,182.0,611.0,203.6666666666667,1.0,2.0,1.0
634,Zellen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,wo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,es,1.0,411.0,411.0,411.0,411.0,1.0,0.0,0.0
637,am,1.0,0.0,0.0,327.0,327.0,1.0,0.0,0.0
638,Kontraktionsmechanismus,7.0,347.0,1181.0,1989.0,284.14285714285705,1.0,6.0,1.0
639,beteiligt,3.0,752.0,752.0,1283.0,427.6666666666666,1.0,2.0,1.0
640,ist<eos>,3.0,221.0,221.0,544.0,181.33333333333331,1.0,2.0,1.0
641,Eine,1.0,359.0,359.0,359.0,359.0,1.0,0.0,0.0
642,chlorophyllhaltige,17.0,192.0,1555.0,4036.0,237.41176470588223,1.0,16.0,1.0
643,Parenchymzelle,18.0,285.0,1877.0,4820.0,267.7777777777776,1.0,17.0,1.0
644,in,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,einem,7.0,310.0,310.0,2514.0,359.14285714285705,1.0,6.0,1.0
646,Angiospermenblatt,32.0,849.0,6233.0,9903.0,309.46875,1.0,31.0,1.0
647,exportiert,7.0,332.0,332.0,1670.0,238.5714285714285,1.0,6.0,1.0
648,organisches,5.0,244.0,244.0,1381.0,276.1999999999999,1.0,4.0,1.0
649,Material,3.0,340.0,340.0,1026.0,342.0,1.0,2.0,1.0
650,in,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,Form,2.0,0.0,0.0,660.0,330.0,1.0,1.0,1.0
652,von,2.0,304.0,304.0,304.0,152.0,1.0,1.0,1.0
653,Saccharose,5.0,140.0,577.0,1265.0,253.0,1.0,4.0,1.0
654,aus,1.0,274.0,274.0,274.0,274.0,1.0,0.0,0.0
655,der,2.0,0.0,0.0,370.0,185.0,1.0,1.0,1.0
656,Zelle,2.0,459.0,459.0,676.0,338.0,1.0,1.0,1.0
657,und,1.0,382.0,382.0,382.0,382.0,1.0,0.0,0.0
658,versorgt,2.0,272.0,272.0,506.0,253.0,1.0,1.0,1.0
659,damit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,selbst,3.0,235.0,567.0,801.0,267.0,1.0,2.0,1.0
661,in,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,der,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,Nacht,3.0,199.0,199.0,601.0,200.3333333333333,1.0,2.0,1.0
664,alle,1.0,255.0,255.0,255.0,255.0,1.0,0.0,0.0
665,chlorophyllfreien,5.0,302.0,1212.0,1473.0,294.6000000000002,1.0,4.0,1.0
666,Zellen,1.0,583.0,583.0,583.0,583.0,1.0,0.0,0.0
667,der,1.0,0.0,0.0,195.0,195.0,1.0,0.0,0.0
668,Pflanze<eos>,3.0,430.0,662.0,839.0,279.6666666666668,1.0,2.0,1.0
669,Das,2.0,806.0,806.0,920.0,460.0,1.0,1.0,1.0
670,Prinzip,2.0,0.0,0.0,599.0,299.5,1.0,1.0,1.0
671,ist,3.0,163.0,163.0,457.0,152.33333333333337,1.0,2.0,1.0
672,einfach,5.0,299.0,299.0,1036.0,207.19999999999987,1.0,4.0,1.0
673,Am,2.0,0.0,0.0,645.0,322.5,1.0,1.0,1.0
674,Tag,5.0,0.0,0.0,1201.0,240.19999999999987,1.0,4.0,1.0
675,speichert,11.0,257.0,257.0,3041.0,276.45454545454527,1.0,10.0,1.0
676,der,2.0,0.0,0.0,475.0,237.5,1.0,1.0,1.0
677,Chloroplast,10.0,251.0,251.0,2780.0,278.0,1.0,9.0,1.0
678,die,2.0,0.0,0.0,400.0,200.0,1.0,1.0,1.0
679,gebildete,7.0,302.0,302.0,1627.0,232.4285714285715,1.0,6.0,1.0
680,und,2.0,0.0,0.0,447.0,223.5,1.0,1.0,1.0
681,überschüssige,7.0,226.0,444.0,1727.0,246.71428571428558,1.0,6.0,1.0
682,Glucose,4.0,203.0,203.0,1100.0,275.0,1.0,3.0,1.0
683,aus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,der,3.0,218.0,218.0,515.0,171.66666666666669,1.0,2.0,1.0
685,Photosynthese,5.0,181.0,785.0,1673.0,334.6000000000002,1.0,4.0,1.0
686,als,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,Stärke,3.0,397.0,397.0,793.0,264.3333333333332,1.0,2.0,1.0
688,in,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,der,1.0,286.0,286.0,286.0,286.0,1.0,0.0,0.0
690,Nacht,3.0,230.0,420.0,694.0,231.33333333333323,1.0,2.0,1.0
691,kommt,1.0,0.0,0.0,278.0,278.0,1.0,0.0,0.0
692,es,1.0,250.0,250.0,250.0,250.0,1.0,0.0,0.0
693,zu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,einer,1.0,258.0,258.0,258.0,258.0,1.0,0.0,0.0
695,Stoffentnahme,4.0,320.0,615.0,1052.0,263.0,1.0,3.0,1.0
696,aus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,diesem,1.0,257.0,257.0,257.0,257.0,1.0,0.0,0.0
