,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
5429,enough,0.5,72.5,86.1,86.1,73.75,0.4,0.1,0.1
5430,to,0.3,65.0,65.0,51.3,51.3,0.3,0.0,0.0
5431,make,0.7,92.8,117.0,117.0,93.95,0.5,0.2,0.2
5432,parental,1.2,203.7,256.0,256.0,177.46666666666667,0.8,0.4,0.2
5433,choice,0.7,159.1,159.1,159.1,159.1,0.7,0.0,0.0
5434,paramount,1.3,206.7,264.1,273.4,191.05,0.9,0.4,0.3
5435,and,0.4,50.8,50.8,50.8,50.8,0.4,0.0,0.0
5436,the,0.3,51.1,51.1,51.1,51.1,0.3,0.0,0.0
5437,authority,0.5,66.3,66.3,76.0,61.45,0.4,0.1,0.1
5438,should,0.6,82.8,91.4,97.5,70.35,0.4,0.2,0.2
5439,resist,1.5,129.2,153.7,258.1,138.86666666666665,0.7,0.8,0.3
5440,pressure,1.0,210.1,226.4,254.4,189.55,0.7,0.3,0.3
5441,to,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5442,give,0.8,159.4,159.4,159.4,159.4,0.8,0.0,0.0
5443,in,0.3,39.1,39.1,39.1,39.1,0.3,0.0,0.0
5444,on,0.2,40.8,40.8,40.8,40.8,0.2,0.0,0.0
5445,this,0.9,117.9,156.3,178.8,117.1,0.6,0.3,0.3
5446,point.,0.8,116.1,128.7,128.7,109.65,0.7,0.1,0.1
5447,The,0.2,48.9,48.9,48.9,48.9,0.2,0.0,0.0
5448,Hashmis',1.4,179.2,275.9,317.5,164.23333333333332,0.7,0.7,0.6
5449,aim,0.8,144.7,144.7,171.7,149.35,0.7,0.1,0.1
5450,is,0.7,119.7,119.7,119.7,119.7,0.7,0.0,0.0
5451,very,0.7,61.6,61.6,94.2,68.73333333333332,0.5,0.2,0.1
5452,different.,1.4,173.5,216.0,252.3,178.5,1.0,0.4,0.3
5453,They,0.3,82.4,82.4,82.4,82.4,0.3,0.0,0.0
5454,are,0.8,165.7,165.7,165.7,165.7,0.8,0.0,0.0
5455,concerned,1.4,162.0,251.0,251.0,163.35,0.9,0.5,0.4
5456,with,0.5,104.1,104.1,104.1,104.1,0.5,0.0,0.0
5457,saving,1.1,217.5,231.1,231.1,221.15,1.0,0.1,0.1
5458,a,0.3,26.2,26.2,40.5,27.7,0.2,0.1,0.1
5459,"life,",1.0,159.6,159.6,159.6,159.6,1.0,0.0,0.0
5460,as,0.1,17.4,17.4,17.4,17.4,0.1,0.0,0.0
5461,well,0.9,176.1,181.3,181.3,170.55,0.8,0.1,0.1
5462,as,0.4,78.3,78.3,78.3,78.3,0.4,0.0,0.0
5463,creating,1.0,169.2,179.7,179.7,161.4,0.9,0.1,0.1
5464,one.,0.5,91.3,91.3,91.3,91.3,0.5,0.0,0.0
5465,They,0.4,72.6,72.6,72.6,72.6,0.4,0.0,0.0
5466,and,0.8,175.7,175.7,191.0,172.7,0.7,0.1,0.1
5467,their,1.1,153.4,192.1,225.8,159.33333333333331,0.7,0.4,0.2
5468,doctors,1.4,178.1,234.9,249.9,176.6,1.0,0.4,0.4
5469,may,0.1,17.8,17.8,17.8,17.8,0.1,0.0,0.0
5470,reject,1.5,237.2,330.9,330.9,227.0,1.0,0.5,0.4
5471,other,0.8,132.3,132.3,140.5,127.85,0.7,0.1,0.1
5472,embryos,1.8,212.6,296.5,374.3,209.3666666666667,1.0,0.8,0.7
5473,as,0.4,45.8,59.7,59.7,45.05,0.3,0.1,0.1
5474,imperfect,1.6,233.3,304.2,343.5,245.36666666666665,1.0,0.6,0.3
5475,"matches,",1.2,182.8,182.8,243.1,178.3,0.9,0.3,0.3
5476,but,0.8,137.7,137.7,156.9,138.55,0.7,0.1,0.1
5477,they,0.5,101.8,101.8,101.8,101.8,0.5,0.0,0.0
5478,are,0.5,71.1,71.1,89.8,73.65,0.4,0.1,0.1
5479,not,0.2,38.9,38.9,38.9,38.9,0.2,0.0,0.0
5480,selecting,1.1,158.9,201.1,201.1,161.2,0.9,0.2,0.2
5481,their,0.5,106.8,128.2,117.9,117.9,0.5,0.0,0.0
5482,baby,1.0,172.9,182.9,182.9,169.05,0.9,0.1,0.1
5483,as,0.2,23.6,23.6,23.6,23.6,0.2,0.0,0.0
5484,if,0.5,81.0,81.0,81.0,81.0,0.5,0.0,0.0
5485,it,0.5,67.7,84.4,84.4,66.85,0.4,0.1,0.1
5486,were,0.5,121.8,121.8,121.8,121.8,0.5,0.0,0.0
5487,a,0.5,85.4,85.4,101.2,101.2,0.5,0.0,0.0
5488,designer,1.2,184.0,196.4,211.3,183.75,1.0,0.2,0.2
5489,coat,1.2,176.4,244.2,244.2,174.15,0.8,0.4,0.4
5490,or,0.2,38.7,38.7,38.7,38.7,0.2,0.0,0.0
5491,handbag.,1.7,171.7,276.8,313.6,186.68333333333334,1.0,0.7,0.6
5492,This,0.8,126.1,126.1,126.1,126.1,0.8,0.0,0.0
5493,is,0.3,44.3,44.3,82.2,52.9,0.2,0.1,0.1
5494,a,0.4,55.1,55.1,70.5,48.0,0.3,0.1,0.1
5495,clear,1.0,156.4,164.5,173.4,148.05,0.8,0.2,0.2
5496,case,0.2,23.8,23.8,23.8,23.8,0.2,0.0,0.0
5497,of,0.5,75.0,85.0,85.0,70.8,0.4,0.1,0.1
5498,maximising,2.0,214.8,280.9,416.6,219.63333333333335,1.0,1.0,0.6
5499,benefits,1.6,206.6,221.0,303.7,208.2166666666667,1.0,0.6,0.4
5500,and,0.3,35.8,35.8,35.8,35.8,0.3,0.0,0.0
5501,minimising,1.8,266.3,290.1,402.0,251.3,1.0,0.8,0.5
5502,harm.,1.1,202.9,221.9,265.2,214.2,0.9,0.2,0.2
5503,The,0.3,45.5,45.5,45.5,45.5,0.3,0.0,0.0
5504,parents,2.1,201.1,241.1,456.7,203.28333333333336,1.0,1.1,0.7
5505,want,0.8,110.1,110.1,124.7,107.6,0.7,0.1,0.1
5506,another,0.4,83.0,83.0,83.0,83.0,0.4,0.0,0.0
5507,"child,",0.5,66.2,66.2,66.2,66.2,0.5,0.0,0.0
5508,and,0.3,48.4,48.4,48.4,48.4,0.3,0.0,0.0
5509,their,0.8,124.5,124.5,142.2,116.13333333333335,0.6,0.2,0.1
5510,existing,1.4,150.2,264.7,284.0,181.25,0.9,0.5,0.5
5511,son,0.3,23.1,23.1,30.5,24.25,0.2,0.1,0.1
5512,will,0.9,163.1,190.8,216.0,163.85,0.7,0.2,0.2
5513,be,0.5,100.9,100.9,100.9,100.9,0.5,0.0,0.0
5514,the,0.7,91.9,91.9,122.2,90.33333333333334,0.5,0.2,0.1
5515,beneficiary.,2.8,204.6,369.1,513.1,171.8,0.9,1.9,0.7
5516,Critics,1.2,161.0,227.0,265.2,177.73333333333335,0.7,0.5,0.4
5517,of,0.5,129.3,129.3,129.3,129.3,0.5,0.0,0.0
5518,such,0.8,109.8,144.5,144.5,109.35,0.6,0.2,0.2
5519,technology,1.3,203.8,262.7,262.7,193.86666666666667,0.9,0.4,0.3
5520,warn,0.5,90.1,90.1,90.1,90.1,0.5,0.0,0.0
5521,that,1.0,212.3,212.3,219.7,205.3,0.9,0.1,0.1
5522,the,0.6,94.8,105.7,105.7,93.8,0.5,0.1,0.1
5523,child,0.8,138.9,156.7,156.7,136.85,0.7,0.1,0.1
5524,is,0.4,67.4,67.4,67.4,67.4,0.4,0.0,0.0
5525,to,0.7,164.7,164.7,200.3,182.85,0.6,0.1,0.1
5526,be,0.5,104.9,104.9,104.9,104.9,0.5,0.0,0.0
5527,used,1.2,166.5,194.4,203.1,157.7,0.9,0.3,0.3
5528,as,0.4,69.1,69.1,69.1,69.1,0.4,0.0,0.0
5529,a,0.2,36.3,36.3,41.5,41.5,0.2,0.0,0.0
5530,means,1.1,170.9,218.4,218.4,168.5,0.8,0.3,0.3
5531,rather,0.9,159.1,159.1,159.1,159.1,0.9,0.0,0.0
5532,than,0.6,92.4,106.4,106.4,89.8,0.5,0.1,0.1
5533,an,0.6,102.3,110.5,110.5,98.2,0.5,0.1,0.1
5534,end,0.6,83.2,112.3,121.8,72.0,0.4,0.2,0.2
5535,in,0.3,44.4,60.3,60.3,39.75,0.2,0.1,0.1
5536,itself.,0.9,89.4,116.3,116.3,89.15,0.7,0.2,0.2
5537,Instead,1.3,160.2,230.9,248.6,145.975,0.7,0.6,0.4
5538,of,0.4,74.7,74.7,74.7,74.7,0.4,0.0,0.0
5539,being,1.0,175.2,181.6,181.6,173.85,0.9,0.1,0.1
5540,valued,1.3,154.3,230.8,230.8,163.16666666666669,0.9,0.4,0.3
5541,for,0.2,42.9,42.9,42.9,42.9,0.2,0.0,0.0
5542,his,0.8,156.2,156.2,156.2,156.2,0.8,0.0,0.0
5543,or,0.5,95.5,95.5,95.5,95.5,0.5,0.0,0.0
5544,her,0.3,47.8,47.8,47.8,47.8,0.3,0.0,0.0
5545,own,0.8,178.1,178.1,178.1,178.1,0.8,0.0,0.0
5546,"sake,",0.9,104.9,148.1,148.1,114.4,0.7,0.2,0.2
5547,they,0.5,86.1,86.1,86.1,86.1,0.5,0.0,0.0
5548,"say,",1.1,165.7,180.0,189.0,161.53333333333333,0.9,0.2,0.1
5549,the,0.5,69.0,69.0,82.1,68.3,0.4,0.1,0.1
5550,next,0.9,136.5,136.5,151.6,129.3,0.8,0.1,0.1
5551,Hashmi,0.6,123.1,128.2,128.2,111.35,0.5,0.1,0.1
5552,baby's,0.8,175.0,185.5,185.5,172.55,0.7,0.1,0.1
5553,raison,1.4,189.9,253.7,288.6,185.40000000000003,0.9,0.5,0.3
5554,d'tre,1.1,237.6,286.9,308.6,237.6,0.8,0.3,0.3
5555,will,0.6,128.8,142.1,142.1,126.75,0.5,0.1,0.1
5556,be,0.9,133.6,133.6,172.0,133.5,0.7,0.2,0.2
5557,his,0.8,143.1,153.2,153.2,127.05,0.7,0.1,0.1
5558,life-saving,2.2,235.7,405.6,452.9,214.04166666666666,1.0,1.2,0.8
5559,qualities.,1.6,212.3,291.7,301.2,191.25,1.0,0.6,0.6
5560,Yet,0.5,86.6,86.6,86.6,86.6,0.5,0.0,0.0
5561,in,0.3,59.0,59.0,59.0,59.0,0.3,0.0,0.0
5562,wanting,1.3,160.1,244.9,244.9,153.16666666666666,0.8,0.5,0.4
5563,their,0.7,93.4,104.3,104.3,94.05,0.6,0.1,0.1
5564,child,0.5,86.3,86.3,86.3,86.3,0.5,0.0,0.0
5565,to,0.1,25.9,25.9,5.6,5.6,0.1,0.0,0.0
5566,serve,1.0,137.4,155.7,170.7,137.95,0.8,0.2,0.2
5567,a,0.4,94.6,94.6,101.3,101.3,0.4,0.0,0.0
5568,certain,1.1,210.7,210.7,231.7,210.6,1.0,0.1,0.1
5569,"purpose,",1.3,176.5,220.1,220.1,147.1,0.9,0.4,0.4
5570,this,0.1,25.6,25.6,25.6,25.6,0.1,0.0,0.0
5571,couple,1.3,203.2,236.6,236.6,192.9,1.0,0.3,0.3
5572,is,0.1,17.6,17.6,17.6,17.6,0.1,0.0,0.0
5573,merely,1.0,207.9,223.1,223.1,206.9,0.9,0.1,0.1
5574,following,1.1,161.5,187.3,187.3,152.8,0.9,0.2,0.2
5575,in,0.5,52.5,52.5,52.5,52.5,0.5,0.0,0.0
5576,the,0.5,95.9,95.9,95.9,95.9,0.5,0.0,0.0
5577,footsteps,0.5,85.9,114.4,114.4,96.5,0.4,0.1,0.1
5578,of,0.1,9.9,9.9,9.9,9.9,0.1,0.0,0.0
5579,countless,1.2,188.9,221.8,247.6,191.8,0.9,0.3,0.1
5580,couples,1.3,157.5,164.9,243.4,160.03333333333336,0.8,0.5,0.3
5581,before,0.8,115.0,124.9,145.8,115.66666666666666,0.6,0.2,0.1
5582,them:,0.6,96.4,96.4,96.4,96.4,0.6,0.0,0.0
5583,couples,1.1,172.1,189.3,209.4,172.6,0.9,0.2,0.1
5584,who,0.3,65.1,65.1,65.1,65.1,0.3,0.0,0.0
5585,have,0.8,137.1,137.1,138.4,125.95,0.7,0.1,0.1
5586,wanted,1.0,132.6,150.4,150.4,133.5,0.9,0.1,0.1
5587,a,0.4,122.6,122.6,113.0,113.0,0.4,0.0,0.0
5588,child,0.5,70.9,79.5,79.5,67.1,0.4,0.1,0.1
5589,to,0.5,114.8,114.8,114.8,114.8,0.5,0.0,0.0
5590,boost,1.0,153.3,167.8,181.6,138.25,0.7,0.3,0.3
5591,their,1.2,132.2,153.9,170.5,123.95,0.8,0.4,0.4
5592,own,0.8,94.9,94.9,137.7,95.9,0.6,0.2,0.1
5593,"relationship,",1.8,165.9,208.7,300.2,170.225,1.0,0.8,0.6
5594,or,0.4,56.9,56.9,56.9,56.9,0.4,0.0,0.0
5595,provide,1.3,193.9,201.6,218.7,180.3,1.0,0.3,0.3
5596,their,0.5,99.7,99.7,99.7,99.7,0.5,0.0,0.0
5597,first-born,1.9,201.2,331.5,356.2,196.01666666666665,1.0,0.9,0.7
5598,with,0.8,117.0,127.3,127.3,112.7,0.7,0.1,0.1
5599,a,0.3,54.0,54.0,55.8,55.8,0.3,0.0,0.0
5600,sibling.,1.4,182.6,250.1,268.7,192.55,1.0,0.4,0.4
5601,The,0.5,80.6,80.6,80.6,80.6,0.5,0.0,0.0
5602,Hashmis',0.8,154.0,165.1,165.1,154.45,0.7,0.1,0.1
5603,decision,1.1,163.3,201.8,229.0,166.0,0.8,0.3,0.3
5604,is,0.4,34.3,34.3,70.4,37.266666666666666,0.2,0.2,0.1
5605,like,1.2,167.9,189.0,232.9,170.93333333333334,0.9,0.3,0.2
5606,that,1.0,122.4,122.4,193.9,127.975,0.7,0.3,0.1
5607,of,0.4,81.9,81.9,110.9,89.0,0.3,0.1,0.1
5608,any,0.8,168.0,168.0,168.0,168.0,0.8,0.0,0.0
5609,other,0.7,101.5,126.7,126.7,109.45,0.6,0.1,0.1
5610,couple,0.8,117.9,134.4,134.4,121.9,0.7,0.1,0.1
5611,who,0.4,68.1,68.1,68.1,68.1,0.4,0.0,0.0
5612,want,0.8,156.9,156.9,156.9,156.9,0.8,0.0,0.0
5613,the,0.2,23.3,23.3,23.3,23.3,0.2,0.0,0.0
5614,best,0.6,149.0,149.0,149.0,149.0,0.6,0.0,0.0
5615,for,0.5,111.3,111.3,111.3,111.3,0.5,0.0,0.0
5616,their,0.7,102.5,102.5,102.5,102.5,0.7,0.0,0.0
5617,child.,0.2,15.8,25.1,25.1,12.55,0.1,0.1,0.1
5618,Shahana,0.9,143.1,143.1,191.8,139.93333333333334,0.7,0.2,0.1
5619,and,0.6,121.1,121.1,121.1,121.1,0.6,0.0,0.0
5620,Raj,0.4,93.3,93.3,93.3,93.3,0.4,0.0,0.0
5621,Hashmi,1.1,238.6,238.6,265.3,236.1,1.0,0.1,0.1
5622,will,0.7,112.2,112.2,112.2,112.2,0.7,0.0,0.0
5623,undoubtedly,1.5,207.2,274.2,295.6,202.15,1.0,0.5,0.5
5624,love,0.4,88.6,88.6,88.6,88.6,0.4,0.0,0.0
5625,their,1.0,150.4,165.6,165.6,144.25,0.8,0.2,0.2
5626,next,1.0,187.5,187.5,187.5,187.5,1.0,0.0,0.0
5627,baby,0.4,57.0,57.0,57.0,57.0,0.4,0.0,0.0
5628,as,0.4,62.6,102.8,62.6,62.6,0.4,0.0,0.0
5629,much,0.7,104.4,104.4,104.4,104.4,0.7,0.0,0.0
5630,as,0.6,99.5,99.5,99.5,99.5,0.6,0.0,0.0
5631,their,0.3,90.0,90.0,90.0,90.0,0.3,0.0,0.0
5632,first.,0.3,68.8,68.8,68.8,68.8,0.3,0.0,0.0
5633,As,0.6,81.3,81.3,102.2,88.05,0.5,0.1,0.1
5634,David,0.8,149.4,175.8,175.8,150.45,0.7,0.1,0.1
5635,Beckham,1.0,168.1,168.1,190.3,170.95,0.9,0.1,0.1
5636,discovered,1.1,224.2,250.2,250.2,228.0,1.0,0.1,0.1
5637,to,0.4,45.1,45.1,93.3,72.4,0.3,0.1,0.1
5638,his,1.0,122.8,132.2,199.8,109.85,0.6,0.4,0.3
5639,"cost,",1.6,187.7,214.1,283.8,162.18333333333334,0.9,0.7,0.4
5640,the,0.2,28.4,28.4,31.7,31.7,0.2,0.0,0.0
5641,manager,1.4,206.9,253.4,283.7,197.5,1.0,0.4,0.4
5642,of,0.1,14.4,14.4,14.4,14.4,0.1,0.0,0.0
5643,Manchester,1.2,181.8,193.5,214.4,180.55,1.0,0.2,0.2
5644,United,0.9,120.2,134.8,134.8,121.45,0.8,0.1,0.1
5645,likes,0.7,100.2,130.3,130.3,100.9,0.5,0.2,0.1
5646,to,0.3,44.9,44.9,32.9,32.9,0.3,0.0,0.0
5647,have,0.6,60.4,60.4,83.1,63.7,0.5,0.1,0.1
5648,the,0.3,58.6,58.6,55.3,55.3,0.3,0.0,0.0
5649,last,0.9,106.7,123.9,144.5,108.1,0.6,0.3,0.2
5650,word.,0.9,166.9,166.9,184.0,165.05,0.8,0.1,0.1
5651,Which,1.0,149.6,162.1,179.3,143.8,0.8,0.2,0.2
5652,is,0.6,66.1,66.1,124.5,77.65,0.4,0.2,0.2
5653,why,0.9,139.5,152.3,163.4,132.3,0.7,0.2,0.2
5654,he's,1.0,109.5,109.5,195.8,107.75,0.6,0.4,0.2
5655,signed,1.3,197.4,230.1,276.8,186.53333333333336,0.9,0.4,0.3
5656,up,0.5,91.2,91.2,122.2,90.7,0.4,0.1,0.1
5657,for,0.5,91.5,91.5,106.6,87.05,0.4,0.1,0.1
5658,another,1.4,173.0,189.6,263.8,175.61666666666665,0.9,0.5,0.3
5659,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5660,years,1.4,125.3,147.7,276.4,130.85999999999999,0.7,0.7,0.3
5661,and,0.9,91.2,91.2,175.8,105.01666666666665,0.5,0.4,0.3
5662,11m.,1.5,239.6,253.1,381.6,247.8583333333333,0.9,0.6,0.3
5663,One,0.2,35.7,35.7,35.7,35.7,0.2,0.0,0.0
5664,of,0.3,44.5,52.4,52.4,37.65,0.2,0.1,0.1
5665,the,0.4,69.9,69.9,69.9,69.9,0.4,0.0,0.0
5666,defining,1.5,175.7,239.2,294.0,182.89999999999998,0.9,0.6,0.4
5667,moments,1.0,188.9,210.1,226.9,191.7,0.8,0.2,0.2
5668,of,0.3,59.1,59.1,59.1,59.1,0.3,0.0,0.0
5669,Sir,0.7,124.8,124.8,124.8,124.8,0.7,0.0,0.0
5670,Alex,0.8,122.7,122.7,122.7,122.7,0.8,0.0,0.0
5671,Ferguson's,0.9,123.8,140.2,140.2,126.05,0.8,0.1,0.1
5672,glorious,1.4,195.2,228.8,276.2,201.6,1.0,0.4,0.4
5673,but,0.6,86.2,86.2,93.9,79.35,0.5,0.1,0.1
5674,often,1.1,157.3,196.9,203.1,133.9,0.7,0.4,0.3
5675,contentious,1.4,134.1,223.7,223.7,140.06666666666666,0.9,0.5,0.4
5676,career,1.1,112.2,148.7,156.0,113.06666666666668,0.7,0.4,0.2
5677,as,0.1,28.8,28.8,28.8,28.8,0.1,0.0,0.0
5678,manager,1.2,157.0,187.0,215.3,154.81666666666666,0.8,0.4,0.3
5679,of,0.1,21.5,21.5,21.5,21.5,0.1,0.0,0.0
5680,Manchester,1.1,196.0,217.9,217.9,185.1,0.9,0.2,0.2
5681,United,0.8,122.7,122.7,122.7,122.7,0.8,0.0,0.0
5682,came,0.3,55.6,55.6,55.6,55.6,0.3,0.0,0.0
5683,in,0.7,163.8,163.8,163.8,163.8,0.7,0.0,0.0
5684,February,0.7,127.8,127.8,127.8,127.8,0.7,0.0,0.0
5685,2000,0.7,121.9,121.9,121.9,121.9,0.7,0.0,0.0
5686,when,0.9,151.0,171.2,171.2,148.95,0.8,0.1,0.1
5687,David,0.4,44.2,44.2,44.2,44.2,0.4,0.0,0.0
5688,"Beckham,",0.5,57.3,72.8,72.8,59.65,0.4,0.1,0.1
5689,his,0.7,71.7,104.0,104.0,63.425,0.4,0.3,0.1
5690,star,0.8,126.4,126.4,169.1,135.35,0.6,0.2,0.2
5691,"player,",0.7,134.7,153.2,153.2,130.35,0.6,0.1,0.1
5692,failed,0.7,105.0,121.8,121.8,103.25,0.6,0.1,0.1
5693,to,0.6,136.3,136.3,156.8,111.05,0.4,0.2,0.2
5694,report,0.8,137.6,137.6,158.1,139.15,0.7,0.1,0.1
5695,for,0.6,129.1,129.1,129.1,129.1,0.6,0.0,0.0
5696,training.,0.9,162.7,183.8,211.8,153.45,0.6,0.3,0.3
5697,Beckham,0.7,130.8,186.7,186.7,130.96666666666667,0.5,0.2,0.1
5698,said,0.2,46.9,46.9,46.9,46.9,0.2,0.0,0.0
5699,his,0.7,136.2,136.2,158.3,108.35,0.5,0.2,0.2
5700,baby,1.1,176.0,190.0,190.0,165.3,0.9,0.2,0.2
5701,son,0.7,132.0,140.5,140.5,130.95,0.6,0.1,0.1
5702,was,0.7,107.6,107.6,107.6,107.6,0.7,0.0,0.0
5703,"ill,",1.1,188.1,198.5,198.5,185.65,1.0,0.1,0.1
5704,and,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5705,that,0.9,168.6,168.6,168.6,168.6,0.9,0.0,0.0
5706,he,0.5,75.4,75.4,75.4,75.4,0.5,0.0,0.0
5707,needed,1.0,180.0,194.5,194.5,176.85,0.9,0.1,0.1
5708,to,0.2,39.2,39.2,37.2,37.2,0.2,0.0,0.0
5709,be,0.5,87.6,87.6,87.6,87.6,0.5,0.0,0.0
5710,at,0.3,61.2,61.2,61.2,61.2,0.3,0.0,0.0
5711,home,0.9,191.2,191.2,191.2,191.2,0.9,0.0,0.0
5712,with,0.8,123.1,123.1,143.4,128.2,0.7,0.1,0.1
5713,him.,0.9,124.0,148.3,148.3,133.0,0.8,0.1,0.1
5714,Fair,0.2,32.2,32.2,32.2,32.2,0.2,0.0,0.0
5715,enough.,1.4,180.9,237.3,237.3,169.65,1.0,0.4,0.4
5716,But,0.6,90.8,90.8,90.8,90.8,0.6,0.0,0.0
5717,when,0.1,17.1,17.1,17.1,17.1,0.1,0.0,0.0
5718,Ferguson,0.6,76.6,76.6,76.6,76.6,0.6,0.0,0.0
5719,discovered,1.0,218.0,218.0,218.0,218.0,1.0,0.0,0.0
5720,that,0.3,61.7,61.7,61.7,61.7,0.3,0.0,0.0
5721,Beckham's,1.0,205.9,205.9,205.9,205.9,1.0,0.0,0.0
5722,wife,0.8,149.2,149.2,149.2,149.2,0.8,0.0,0.0
5723,Victoria,0.9,136.7,152.8,152.8,135.8,0.8,0.1,0.1
5724,was,0.5,44.5,71.9,71.9,29.21666666666666,0.2,0.3,0.2
5725,out,0.6,148.0,148.0,148.0,148.0,0.6,0.0,0.0
5726,shopping,0.9,146.6,182.3,182.3,141.15,0.7,0.2,0.2
5727,at,0.4,51.9,51.9,51.9,51.9,0.4,0.0,0.0
5728,the,0.4,61.8,61.8,61.8,61.8,0.4,0.0,0.0
5729,"time,",0.6,51.1,66.7,97.5,64.6,0.4,0.2,0.2
5730,he,0.6,103.1,103.1,103.1,103.1,0.6,0.0,0.0
5731,hit,0.9,189.9,189.9,211.1,190.85,0.8,0.1,0.1
5732,the,0.3,53.8,53.8,53.8,53.8,0.3,0.0,0.0
5733,roof.,1.0,132.1,165.6,165.6,127.0,0.8,0.2,0.1
5734,According,1.3,183.3,210.3,238.6,187.35,1.0,0.3,0.3
5735,to,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5736,someone,1.4,213.7,247.4,289.5,201.3,1.0,0.4,0.4
5737,who,0.7,107.2,107.2,121.7,106.55,0.6,0.1,0.1
5738,knows,0.8,199.4,199.4,199.4,199.4,0.8,0.0,0.0
5739,him,0.9,133.4,149.9,170.5,134.65,0.7,0.2,0.2
5740,"well,",1.0,137.9,154.8,193.8,129.9,0.7,0.3,0.3
5741,the,0.5,58.0,58.0,58.0,58.0,0.5,0.0,0.0
5742,publicity,1.0,166.3,195.3,205.7,163.1,0.8,0.2,0.2
5743,machine,1.2,201.8,213.3,220.7,197.6,1.0,0.2,0.2
5744,that,0.3,61.9,61.9,61.9,61.9,0.3,0.0,0.0
5745,surrounds,1.6,213.0,285.8,300.9,203.55,1.0,0.6,0.5
5746,the,0.1,22.6,22.6,22.6,22.6,0.1,0.0,0.0
5747,Beckhams,1.1,209.1,227.1,227.1,204.8,1.0,0.1,0.1
5748,has,0.2,21.7,21.7,21.7,21.7,0.2,0.0,0.0
5749,always,1.2,181.5,197.0,197.0,171.55,1.0,0.2,0.2
5750,been,0.7,130.4,130.4,130.4,130.4,0.7,0.0,0.0
5751,intensely,1.2,200.2,254.5,254.5,210.6,1.0,0.2,0.2
5752,irritating,0.8,126.9,193.8,193.8,116.8,0.5,0.3,0.3
5753,to,0.2,36.7,36.7,21.3,21.3,0.2,0.0,0.0
5754,him.,0.8,146.1,146.1,183.4,149.4,0.6,0.2,0.1
5755,"Now,",1.0,110.5,159.7,167.3,107.7,0.6,0.4,0.2
5756,by,0.9,155.6,155.6,196.6,155.25,0.7,0.2,0.2
5757,his,1.1,85.6,85.6,194.6,94.63333333333333,0.4,0.7,0.2
5758,"lights,",2.2,183.8,292.4,474.3,207.95166666666665,0.9,1.3,0.5
5759,Beckham,1.1,172.4,172.4,223.1,168.35,0.8,0.3,0.3
5760,was,0.4,83.5,83.5,83.5,83.5,0.4,0.0,0.0
5761,letting,1.1,170.7,238.7,238.7,172.25,0.8,0.3,0.3
5762,the,0.7,119.1,119.1,133.0,117.8,0.6,0.1,0.1
5763,side,0.5,105.3,105.3,105.3,105.3,0.5,0.0,0.0
5764,"down,",1.1,173.4,200.3,241.0,146.0,0.7,0.4,0.4
5765,and,0.4,104.8,104.8,104.8,104.8,0.4,0.0,0.0
5766,in,0.4,64.2,72.6,72.6,57.8,0.3,0.1,0.1
5767,Ferguson's,1.4,177.1,242.6,242.6,177.5,1.0,0.4,0.4
5768,book,0.7,128.9,128.9,128.9,128.9,0.7,0.0,0.0
5769,there,0.7,123.9,144.0,144.0,120.45,0.6,0.1,0.1
5770,is,0.4,62.7,62.7,64.3,64.3,0.4,0.0,0.0
5771,no,0.3,61.4,61.4,61.4,61.4,0.3,0.0,0.0
5772,greater,1.6,171.3,235.4,264.7,155.33333333333334,0.9,0.7,0.6
5773,sin.,0.8,177.5,187.9,187.9,169.15,0.7,0.1,0.1
5774,For,0.6,112.3,112.3,122.2,111.7,0.5,0.1,0.1
5775,the,0.5,84.7,84.7,84.7,84.7,0.5,0.0,0.0
5776,next,1.0,146.3,156.8,176.2,142.35,0.8,0.2,0.2
5777,match,0.9,170.2,188.2,188.2,168.85,0.8,0.1,0.1
5778,Beckham,1.1,179.8,197.6,215.7,172.65,0.9,0.2,0.2
5779,was,0.4,81.9,81.9,81.9,81.9,0.4,0.0,0.0
5780,kicked,0.9,146.0,162.4,162.4,146.6,0.8,0.1,0.1
5781,out,0.3,36.0,36.0,36.0,36.0,0.3,0.0,0.0
5782,of,0.6,84.4,90.8,90.8,75.45,0.5,0.1,0.1
5783,the,0.5,95.8,95.8,95.8,95.8,0.5,0.0,0.0
5784,team.,0.2,24.2,24.2,24.2,24.2,0.2,0.0,0.0
5785,He,0.2,37.7,37.7,37.7,37.7,0.2,0.0,0.0
5786,wasn't,1.3,196.8,240.0,240.0,189.75,1.0,0.3,0.3
5787,even,0.6,88.4,88.4,108.6,90.4,0.5,0.1,0.1
5788,a,0.5,95.6,95.6,95.6,95.6,0.5,0.0,0.0
5789,substitute.,1.3,236.4,247.3,285.9,227.55,1.0,0.3,0.3
5790,It,0.4,73.4,73.4,73.4,73.4,0.4,0.0,0.0
5791,seemed,0.9,145.4,159.2,178.3,136.7,0.7,0.2,0.2
5792,unthinkable,1.2,206.9,239.6,239.6,199.9,1.0,0.2,0.2
